,Weekly_Avg_Sentiment,Weekly_Avg_Close_Price
2020-01-05,0.4131486535395699,74.165
2020-01-12,0.40091184932711005,76.5
2020-01-19,0.4225091589596484,79.01428571428572
2020-01-26,0.39953677144466776,79.54285714285713
2020-02-02,0.2913935209126334,78.69428571428571
2020-02-09,0.27123672094948326,79.7957142857143
2020-02-16,0.3547863500491339,81.00428571428571
2020-02-23,0.13819216381540064,79.53714285714285
2020-03-01,0.03520346513098737,70.44714285714285
2020-03-08,0.1003712315735571,73.24714285714286
2020-03-15,-0.03834941147705117,68.18142857142857
2020-03-22,-0.1316681868795275,59.79571428571428
2020-03-29,-0.06802371197732417,61.37428571428571
2020-04-05,0.05508032352973939,61.39714285714285
2020-04-12,0.164157469166768,66.42857142857143
2020-04-19,0.19566331374619406,70.70714285714287
2020-04-26,0.1756697283038075,69.47571428571429
2020-05-03,0.2016742265858446,71.80428571428571
2020-05-10,0.2798085901305988,75.91
2020-05-17,0.1742348980711584,77.38428571428572
2020-05-24,0.2815555475621088,79.3157142857143
2020-05-31,0.29424664096446035,79.49428571428572
2020-06-07,0.30608439501625845,81.68571428571428
2020-06-14,0.27999664374230665,85.0942857142857
2020-06-21,0.27300666787618244,87.41285714285713
2020-06-28,0.2150916528839728,89.68714285714285
2020-07-05,0.4194188928652109,90.97142857142856
2020-07-12,0.5142718106109048,95.05857142857143
2020-07-19,0.5799794022825725,96.53999999999999
2020-07-26,0.503886144361768,94.76285714285714
2020-08-02,0.5844333864793275,99.72428571428573
2020-08-09,0.6206059491512025,110.84285714285714
2020-08-16,0.6370249730747217,113.55142857142857
2020-08-23,0.6851114251372693,119.61
2020-08-30,0.6824065067289471,125.23571428571428
2020-09-06,0.5663210976519156,125.48285714285714
2020-09-13,0.5390457440687345,114.36999999999999
2020-09-20,0.446259935951051,110.55571428571429
2020-09-27,0.45475119519487484,110.58142857142857
2020-10-04,0.5448890154032113,114.38714285714286
2020-10-11,0.6285507571458727,115.80285714285715
2020-10-18,0.5200129063100191,120.63714285714286
2020-10-25,0.5097680219765576,115.89
2020-11-01,0.37655156971245185,112.10714285714286
2020-11-08,0.4485396381504437,115.60857142857142
2020-11-15,0.4192581546031989,118.39571428571428
2020-11-22,0.40009709756305056,118.34
2020-11-29,0.6569005993235532,115.83571428571429
2020-12-06,0.659428290826801,122.07714285714285
2020-12-13,0.6665296260435932,122.91142857142857
2020-12-20,0.6052103608502536,126.59285714285714
2020-12-27,0.7349512901403007,131.27857142857144
2021-01-03,0.6940304976170564,133.72
2021-01-10,0.5216388634254261,130.58428571428573
2021-01-17,0.5520131900406224,128.42857142857142
2021-01-24,0.7382825388953985,134.44
2021-01-31,0.6771659345712695,137.30142857142857
2021-02-07,0.6878223092344165,135.82
2021-02-14,0.6372050010608306,135.65
2021-02-21,0.5206692839774535,131.24571428571429
2021-02-28,0.45391590753500305,123.14
2021-03-07,0.4634385168144834,122.76571428571428
2021-03-14,0.5714459069139604,120.35428571428572
2021-03-21,0.5696192893281748,122.11714285714285
2021-03-28,0.5097220953253078,121.46285714285715
2021-04-04,0.5937684885588654,122.2057142857143
2021-04-11,0.6820272915636661,129.91
2021-04-18,0.658461247085737,133.5257142857143
2021-04-25,0.667348997442024,133.7642857142857
2021-05-02,0.5589392141418327,132.93571428571428
2021-05-09,0.569421384797045,129.83714285714285
2021-05-16,0.3946006361211353,126.12142857142858
2021-05-23,0.4851565096310046,125.63
2021-05-30,0.5420625860288719,125.70857142857143
2021-06-06,0.54705779898333,125.02285714285713
2021-06-13,0.46771038400254117,126.84714285714286
2021-06-20,0.45487972341784866,130.49142857142857
2021-06-27,0.6715701608741129,133.24571428571429
2021-07-04,0.6856663807052644,137.88857142857142
2021-07-11,0.6205032981092088,143.58857142857144
2021-07-18,0.437280868123613,146.7057142857143
2021-07-25,0.6364438580433964,146.64000000000001
2021-08-01,0.563929180755622,146.28
2021-08-08,0.5768856805529917,146.47285714285712
2021-08-15,0.5468960376188707,147.67714285714285
2021-08-22,0.5111724284281337,148.42000000000002
2021-08-29,0.5233535775763821,148.71857142857144
2021-09-05,0.5345893960910348,153.43
2021-09-12,0.5556692329041706,152.44
2021-09-19,0.4977402561246013,147.66714285714286
2021-09-26,0.46092376613197245,145.68714285714285
2021-10-03,0.3613463174248516,142.79428571428573
2021-10-10,0.4052302920368524,142.03428571428572
2021-10-17,0.5035980571653674,143.35857142857142
2021-10-24,0.45912546359936224,148.5885714285714
2021-10-31,0.5376189255505327,149.82571428571427
2021-11-07,0.5935851401138487,150.75285714285715
2021-11-14,0.5538349959652251,149.57285714285715
2021-11-21,0.654312435713477,156.28714285714287
2021-11-28,0.6238608185646655,159.53428571428572
2021-12-05,0.48707964061928,162.79857142857145
2021-12-12,0.3419964655539799,174.92714285714285
2021-12-19,0.39177287250161336,173.57857142857142
2021-12-26,0.6112940580363835,174.78571428571428
2022-01-02,0.5795345698949659,178.5585714285714
2022-01-09,0.4515249321912374,175.01999999999998
2022-01-16,0.5043315691540383,173.45714285714286
2022-01-23,0.37266407150270936,165.8342857142857
2022-01-30,0.3537452716379289,164.47142857142856
2022-02-06,0.48083242775011037,173.6142857142857
2022-02-13,0.4223587726595572,171.5442857142857
2022-02-20,0.3417075745426698,169.28571428571428
2022-02-27,0.3229588267165499,164.14000000000001
